CalfID,Birthdate,BirthTime,SingleTwinST,CrossbredYN,SexMF,BirthWtLbs,CalfSizeLgSm,Fed1VolL,0hrbloodYN,IceCubeNumber,IceCubeOnTime,D0Fed1Time,DOFed1MinOld,D0Fed13or4qt,D0Fed1Batchnum,D0Fed1Bagnum,F1ColostIgGgL,F1DoseIgGfedg,F1Coliform,F1LogColif,F1SPC,F1LogSPC,F1Brixpct,Feed1or2,F1VatorMatilda,D0Fed2TxGrp,8hrbloodYN,D0Fed2Time,DOFed2HrsOld,DOFed12IntervHrs,DOFed2VolOfferedmL,D0Fed2VolRefusemL,DOFed2VolConsummL,D0Fed2Batchnum,D0Fed2Bagnum,F2ColostIgGgL,F2DoseIgGfedg,F1F2TotIgGconsumg,F2Coliform,F2LogColif,F2SPC,F2LogSPC,F2Brixpct,F2Feed1or2,F2VatorMatilda,D1MilkRefusemL,24hrbloodYN,CalfIDDup,Result0hrgL,Result8hrmgdl,Result8hrgL,Result24hrmgdl,Result24hrgL,24hrbloodTime,FarmDzYN,FarmDzDate,FarmDzDiagnosis,DiedYN,DiedDate,IceCubeOffDate,IceCubeOffTime,DoubleCheckIceCube#,removeyn
79,7/2/2024,13:15,S,Y,F,67,SM,2.85,Y,61371951,13:52,13:51,0:36,3,8,3,81.3,231.7,210,2.32222,1300,3.11394,25.5,1,Vat,CST,Y,21:56,8:41,8:05,1000,0,1000,NA,NA,100.0,100.0,331.7,,,,,,,,500,Y,79,0,3399,33.99,4808,48.08,13:51,Y,7/3/2024,Diarrhea,N,NA,7/5/2024,9:13,Y,0
81,7/2/2024,12:20,S,Y,F,111.2,LG,3.80,Y,61371967,13:06,13:05,0:45,4,10,3,81.3,308.9,0,0,3300,3.51851,24.9,1,Vat,MCB,Y,21:09,8:49,8:04,1900,0,1900,11,2,53.1,100.9,409.8,0,0,4400,3.64345,20.1,2,Matilda,0,Y,81,0,3399,33.99,3919,39.19,13:06,N,,,N,NA,7/5/2024,9:02,Y,0
82,7/2/2024,9:55,S,Y,M,65.2,SM,2.85,Y,61371968,11:00,10:57,1:02,3,11,3,73.6,209.8,5,0.69897,5900,3.77085,25.1,1,Vat,MRB,Y,18:57,9:02,8:00,1900,800,1100,NA,NA,0.0,0.0,209.8,,,,,,,,0,Y,82,0,48,0.48,4693,46.93,11:25,N,,,N,NA,7/5/2024,9:04,Y,0
76,7/3/2024,10:20,S,Y,F,76.6,SM,2.85,Y,61371965,10:53,11:20,1:00,3,11,4,73.6,209.8,5,0.69897,5900,3.77085,25.1,1,Vat,CSB,Y,19:20,9:00,8:00,1000,0,1000,NA,NA,100.0,100.0,309.8,,,,,,,,0,Y,76,0,3210,32.1,3919,39.19,11:20,Y,7/4/2024,Diarrhea,N,NA,7/6/2024,8:44,Y,0
75,7/3/2024,11:55,S,Y,F,83.8,LG,3.80,Y,61371955,12:10,12:48,0:53,4,12,5,79.1,300.6,0,0,820,2.91381,25.1,1,Vat,MCB,Y,20:40,8:45,7:52,1900,1100,800,3,1,52.6,42.1,342.7,0,0,900,2.95424,19.5,2,Matilda,0,Y,75,0,3399,33.99,3919,39.19,12:48,Y,7/5/2024,Diarrhea,N,NA,7/6/2024,8:49,Y,0
78,7/3/2024,8:15,S,Y,F,73,SM,2.85,Y,61371957,9:10,9:07,0:52,3,9,2,82.9,236.3,0,0,270,2.43136,25.6,1,Vat,MCT,Y,17:47,9:32,8:40,1900,0,1900,7,1,53.8,102.2,338.5,0,0,850,2.92942,20.7,2,Matilda,0,Y,78,0,2655,26.55,4579,45.79,9:07,N,,,N,NA,7/6/2024,8:40,Y,0
77,7/3/2024,9:50,S,Y,M,113,LG,3.80,Y,61371954,10:17,10:36,0:46,4,12,3,79.1,300.6,0,0,820,2.91381,25.1,1,Vat,MCT,Y,18:36,8:46,8:00,1900,0,1900,3,3,52.6,99.9,400.5,0,0,900,2.95424,19.5,2,Matilda,1200,Y,77,0,2309,23.09,4579,45.79,10:38,Y,7/4/2024,Diarrhea,N,NA,7/6/2024,8:46,Y,0
73,7/4/2024,10:30,S,Y,F,97.4,LG,3.80,Y,61371953,11:05,11:47,1:17,4,14,MATILDA,80.8,307.0,0,0,940,2.97313,24.8,1,Matilda,CST,Y,19:50,9:20,8:03,1000,0,1000,NA,NA,100.0,100.0,407.0,,,,,,,,400,Y,73,0,4121,41.21,3814,38.14,11:47,N,,,N,NA,7/7/2024,8:55,Y,0
72,7/4/2024,11:10,S,Y,M,81.4,LG,3.80,Y,61371966,11:50,12:05,0:55,4,13,,81.6,310.1,0,0,110,2.04139,25.7,1,Vat,MRB,Y,20:05,8:55,8:00,1900,0,1900,NA,NA,0.0,0.0,310.1,,,,,,,,1300,Y,72,0,4223,42.23,3919,39.19,12:00,N,,,N,NA,7/7/2024,8:57,Y,0
74,7/4/2024,7:00,T,Y,F,75.3,SM,2.85,Y,61371971,8:33,8:38,1:38,3,14,1,83.4,237.7,0,0,320,2.50515,25,1,Vat,MRB,Y,16:36,9:36,7:58,1900,350,1550,NA,NA,0.0,0.0,237.7,,,,,,,,0,Y,74,0,3115,31.15,4466,44.66,8:38,N,,,N,NA,7/7/2024,8:52,Y,0
66,7/8/2024,10:02,S,N,M,93.6,LG,3.80,Y,61371954,11:15,11:12,1:10,4,15,5,93.9,356.8,0,0,125,2.09691,27.6,1,Vat,CSB,Y,19:15,9:13,8:03,1000,0,1000,NA,NA,100.0,100.0,456.8,,,,,,,,350,Y,66,0,3911,39.11,4135,41.35,11:43,Y,7/9/2024,Diarrhea,N,NA,7/11/2024,11:23,Y,0
70,7/8/2024,8:15,S,Y,F,79.8,SM,2.85,Y,61371955,9:08,9:06,0:51,3,14,3,83.4,237.7,0,0,320,2.50515,25,1,Vat,CSB,Y,17:15,9:00,8:09,1000,0,1000,NA,NA,100.0,100.0,337.7,,,,,,,,0,Y,70,0,3807,38.07,4135,41.35,9:16,N,,,N,NA,7/11/2024,9:08,Y,0
69,7/8/2024,8:20,S,N,M,98.8,LG,3.80,Y,61371957,9:30,9:28,1:08,4,13,4,81.6,310.1,0,0,110,2.04139,25.7,1,Vat,CST,Y,17:30,9:10,8:02,1000,0,1000,NA,NA,100.0,100.0,410.1,,,,,,,,1000,Y,69,0,3807,38.07,4114,41.14,9:30,Y,7/9/2024,Diarrhea,N,NA,7/11/2024,11:16,Y,0
11331,7/8/2024,12:00,S,Y,F,77.2,SM,2.85,Y,61371958,13:00,12:55,0:55,3,9,4,82.9,236.3,0,0,270,2.43136,25.6,1,Vat,MCB,Y,20:55,8:55,8:00,1900,0,1900,8,3,49.7,94.4,330.7,0,0,750,2.87506,20.9,2,Matilda,0,Y,11331,0,3503,35.03,3201,32.01,12:58,N,,,N,NA,7/11/2024,9:11,Y,0
71,7/8/2024,7:20,S,Y,M,98.8,LG,3.80,Y,61371949,8:33,8:30,1:10,4,10,1,81.3,308.9,0,0,3300,3.51851,24.9,1,Vat,MCB,Y,16:50,9:30,8:20,1900,0,1900,10,1,50.4,95.8,404.7,0,0,750,2.87506,20.9,2,Matilda,0,Y,71,0,3404,34.04,4693,46.93,8:34,N,,,N,NA,7/11/2024,11:09,Y,0
67,7/8/2024,9:43,S,Y,M,92.4,LG,3.80,Y,61371971,11:05,11:05,1:22,4,15,MATILDA,99.8,379.2,0,0,260,2.41497,27.9,1,Matilda,MCT,Y,19:08,9:25,8:03,1900,0,1900,3,4,52.6,99.9,479.2,0,0,900,2.95424,19.5,2,Matilda,0,Y,67,0,4015,40.15,4244,42.44,11:40,Y,7/9/2024,Diarrhea,N,NA,7/11/2024,11:21,Y,0
68,7/8/2024,8:45,S,Y,F,85,LG,3.80,Y,61371965,10:14,10:12,1:27,4,13,2,81.6,310.1,0,0,110,2.04139,25.7,1,Vat,MCT,Y,18:22,9:37,8:10,1900,0,1900,3,2,52.6,99.9,410.0,0,0,900,2.95424,19.5,2,Matilda,0,Y,68,0,4015,40.15,4693,46.93,10:30,Y,7/9/2024,Diarrhea,N,NA,7/11/2024,11:17,Y,0
65,7/9/2024,11:00,S,Y,F,81.8,LG,3.80,Y,61371963,12:08,12:05,1:05,4,13,3,81.6,310.1,0,0,110,2.04139,25.7,1,Vat,CST,Y,20:00,9:00,7:55,1000,0,1000,NA,NA,100.0,100.0,410.1,,,,,,,,950,Y,65,0,3503,35.03,4393,43.93,12:14,Y,7/10/2024,Diarrhea,N,NA,7/12/2024,9:28,Y,0
11333,7/9/2024,6:00,S,Y,F,60,SM,2.85,Y,61371968,7:24,7:22,1:22,3,8,1,81.3,231.7,210,2.32222,1300,3.11394,25.5,1,Vat,MRB,Y,15:30,9:30,8:08,1900,600,1300,NA,NA,0.0,0.0,231.7,,,,,,,,0,Y,11333,0,3210,32.1,3499,34.99,7:42,N,,,N,NA,7/12/2024,9:16,Y,0
11338,7/10/2024,8:10,S,Y,F,74,SM,2.85,Y,61371972,9:24,9:21,1:11,3,11,5,73.6,209.8,5,0.69897,5900,3.77085,25.1,1,Vat,CSB,Y,17:35,9:25,8:14,1000,0,1000,NA,NA,100.0,100.0,309.8,,,,,,,,0,Y,11338,0,4154,41.54,,,10:06,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,9:11,Y,0
11340,7/10/2024,13:30,S,N,F,75.2,SM,2.85,Y,61371964,14:00,14:20,0:50,3,14,4,83.4,237.7,0,0,320,2.50515,25,1,Vat,CSB,Y,22:20,8:50,8:00,1000,0,1000,NA,NA,100.0,100.0,337.7,,,,,,,,0,Y,11340,0,4046,40.46,4127,41.27,14:22,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,9:16,Y,0
59,7/10/2024,14:30,S,Y,M,90.4,LG,3.80,Y,61371956,15:03,15:22,0:52,4,15,4,93.9,356.8,0,0,125,2.09691,27.6,1,Vat,CST,Y,23:42,9:12,8:20,1000,0,1000,NA,NA,100.0,100.0,456.8,,,,,,,,0,Y,59,0,2655,26.55,3598,35.98,15:05,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:50,Y,0
11339,7/10/2024,9:36,S,N,F,64.6,SM,2.85,Y,61371960,10:57,10:54,1:18,3,8,5,81.3,231.7,210,2.32222,1300,3.11394,25.5,1,Vat,CST,Y,18:55,9:19,8:01,1000,0,1000,NA,NA,100.0,100.0,331.7,,,,,,,,0,Y,11339,0,3032,30.32,3704,37.04,11:05,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,9:15,Y,0
11341,7/10/2024,14:00,S,N,F,69.2,SM,2.85,Y,61371959,14:30,15:10,1:10,3,14,2,83.4,237.7,0,0,320,2.50515,25,1,Vat,MCB,Y,23:12,9:12,8:02,1900,0,1900,15,2,55.2,104.9,342.6,0,0,45,1.65321,20.4,2,Matilda,900,Y,11341,0,3834,38.34,2116,21.16,14:55,N,,,N,NA,7/13/2024,9:20,Y,0
63,7/10/2024,6:40,T,Y,F,74.6,SM,2.85,Y,61371967,8:08,8:05,1:25,3,11,1,73.6,209.8,5,0.69897,5900,3.77085,25.1,1,Vat,MCB,Y,16:15,9:35,8:10,1900,0,1900,10,2,50.4,95.8,305.5,0,0,750,2.87506,20.9,2,Matilda,800,Y,63,0,3307,33.07,4280,42.8,8:14,N,,,N,NA,7/13/2024,9:04,Y,0
61,7/10/2024,13:15,S,Y,F,98.4,LG,3.80,Y,61371948,13:33,13:48,0:33,4,15,3,93.9,356.8,0,0,125,2.09691,27.6,1,Vat,MCT,Y,21:48,8:33,8:00,1900,0,1900,8,2,49.7,94.4,451.3,0,0,750,2.87506,20.9,2,Matilda,0,Y,61,0,4669,46.69,3598,35.98,13:56,N,,,N,NA,7/13/2024,9:00,Y,0
62,7/10/2024,11:20,S,Y,M,64.4,SM,2.85,Y,61371966,12:22,12:55,1:35,3,9,3,82.9,236.3,0,0,270,2.43136,25.6,1,Vat,MCT,Y,20:55,9:35,8:00,1900,0,1900,15,1,59.2,112.5,348.7,0,0,45,1.65321,20.4,2,Matilda,2000,Y,62,0,2394,23.94,4280,42.8,13:00,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:56,Y,0
64,7/10/2024,6:00,S,Y,F,94.4,LG,3.80,Y,61371953,6:50,6:46,0:46,4,15,2,93.9,356.8,0,0,125,2.09691,27.6,1,Vat,MRB,Y,14:45,8:45,7:59,1900,0,1900,NA,NA,0.0,0.0,356.8,,,,,,,,0,Y,64,0,3603,36.03,2831,28.31,6:50,N,,,N,NA,7/13/2024,9:01,Y,0
60,7/10/2024,14:00,S,Y,F,78.2,SM,2.85,Y,61371951,14:42,15:15,1:15,3,14,5,83.4,237.7,0,0,320,2.50515,25,1,Vat,MRB,Y,23:35,9:35,8:20,1900,0,1900,NA,NA,0.0,0.0,237.7,,,,,,,,1100,Y,60,0,4229,42.29,4328,43.28,15:02,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:54,Y,0
57,7/11/2024,9:45,S,Y,M,60.2,SM,2.85,Y,61371958,10:58,10:53,1:08,3,16,3,72.9,207.8,10,1,100,2,25.4,1,Vat,MCB,Y,18:55,9:10,8:02,1900,1800,100,13,2,69.4,6.9,214.7,0,0,190,2.27875,20.1,2,Matilda,1700,Y,57,0,2938,29.38,4229,42.29,10:50,Y,7/12/2024,Diarrhea,N,NA,7/15/2024,9:00,Y,0
58,7/11/2024,9:20,S,Y,M,105.2,LG,3.80,Y,61371955,10:04,9:57,0:37,4,15,1,93.9,356.8,0,0,125,2.09691,27.6,1,Vat,MRB,Y,17:50,8:30,7:53,1900,0,1900,NA,NA,0.0,0.0,356.8,,,,,,,,0,Y,58,0,4046,40.46,3911,39.11,9:55,N,,,N,NA,7/15/2024,9:03,Y,0
11358,7/15/2024,9:55,S,N,F,75.6,SM,2.85,Y,61371959,10:35,10:50,0:55,3,18,5,104.3,297.3,0,0,115,2.0607,26.1,1,Vat,CSB,Y,18:56,9:01,8:06,1000,800,200,NA,NA,100.0,20.0,317.3,,,,,,,,0,Y,11358,0,3324,33.24,3201,32.01,10:58,N,,,N,NA,7/18/2024,10:28,Y,0
53,7/15/2024,12:56,S,Y,M,111.4,LG,3.80,Y,61371948,13:10,13:25,0:29,4,18,MATILDA,82.2,312.4,0,0,220,2.34242,26.1,1,Matilda,CSB,Y,21:25,8:29,8:00,1000,0,1000,NA,NA,100.0,100.0,412.4,,,,,,,,0,Y,53,0,3626,36.26,4154,41.54,13:13,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:37,Y,0
56,7/15/2024,11:00,S,Y,F,93.4,LG,3.80,Y,61371956,11:30,11:40,0:40,4,18,6,104.3,396.3,0,0,115,2.0607,26.1,1,Vat,CST,Y,19:56,8:56,8:16,1000,0,1000,NA,NA,100.0,100.0,496.3,,,,,,,,600,Y,56,0,2394,23.94,5298,52.98,11:35,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:41,Y,0
52,7/15/2024,14:00,S,Y,M,92.8,LG,3.80,Y,61371954,14:40,14:55,0:55,4,16,MATILDA,65.4,248.5,50,1.69897,420,2.62325,25,1,Matilda,MCB,Y,23:00,9:00,8:05,1900,800,1100,12,2,58.3,64.1,312.7,5,0.69897,60,1.77815,20.9,2,Matilda,600,Y,52,0,2938,29.38,4058,40.58,14:55,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:31,Y,0
54,7/15/2024,12:12,S,Y,M,81.5,LG,3.80,Y,61371968,12:28,12:45,0:33,4,18,7,104.3,396.3,0,0,115,2.0607,26.1,1,Vat,MCT,Y,21:30,9:18,8:45,1900,0,1900,13,1,69.4,131.9,528.2,0,0,190,2.27875,20.1,2,Matilda,400,Y,54,0,3626,36.26,4711,47.11,13:10,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:36,Y,0
55,7/15/2024,12:08,S,Y,F,72.6,SM,2.85,Y,61371957,12:18,12:34,0:26,3,18,1,104.3,297.3,0,0,115,2.0607,26.1,1,Vat,MCT,Y,20:48,8:40,8:14,1900,0,1900,16,2,52.0,98.8,396.1,0,0,160,2.20412,20.3,2,Matilda,0,Y,55,0,3729,37.29,5060,50.6,12:28,N,,,N,NA,7/18/2024,10:41,Y,0
11361,7/16/2024,13:02,S,Y,F,64.8,SM,2.85,Y,61371966,13:20,13:30,0:28,3,18,4,104.3,297.3,0,0,115,2.0607,26.1,1,Vat,CSB,Y,21:30,8:28,8:00,1000,0,1000,NA,NA,100.0,100.0,397.3,,,,,,,,0,Y,11361,0,3324,33.24,3601,36.01,13:36,N,,,N,NA,7/19/2024,9:19,Y,0
47,7/16/2024,13:30,S,Y,F,110.2,LG,3.80,Y,61371965,13:48,14:22,0:52,4,17,Matilda ,81.7,310.5,0,0,440,2.64345,25,1,Matilda,CST,Y,22:22,8:52,8:00,1000,0,1000,NA,NA,100.0,100.0,410.5,,,,,,,,0,Y,47,0,3524,35.24,4263,42.63,14:15,N,,,N,NA,7/19/2024,9:17,Y,0
50,7/16/2024,10:10,S,Y,M,91.2,LG,3.80,Y,61371971,10:40,11:40,1:30,4,17,1,72.9,277.0,10,1,110,2.04139,25.1,1,Vat,CST,Y,19:41,9:31,8:01,1000,0,1000,NA,NA,100.0,100.0,377.0,,,,,,,,0,Y,50,0,2660,26.6,4597,45.97,12:10,Y,7/17/2024,Diarrhea,N,NA,7/19/2024,9:03,Y,0
48,7/16/2024,11:18,S,N,M,102.2,LG,3.80,Y,61371960,11:25,12:22,1:04,4,17,2,72.9,277.0,10,1,110,2.04139,25.1,1,Vat,MCB,Y,20:32,9:14,8:10,1900,0,1900,17,3,73.0,138.7,415.7,0,0,240,2.38021,20.2,2,Matilda,800,Y,48,0,3423,34.23,4826,48.26,12:24,Y,7/16 & 7/17,Swollen head & Diarrhea,N,NA,7/19/2024,9:10,Y,0
49,7/16/2024,10:40,S,Y,F,83.2,LG,3.80,Y,61371953,10:59,11:50,1:10,4,17,5,72.9,277.0,10,1,110,2.04139,25.1,1,Vat,MRB,Y,20:03,9:23,8:13,1900,1900,0,NA,NA,0.0,0.0,277.0,,,,,,,,1900,Y,49,0,2394,23.94,3128,31.28,12:13,Y,7/17&7/18 x2,"Diarrhea, pneumonia, anorexia, fever",N,NA,7/19/2024,9:21,Y,0
51,7/16/2024,9:50,S,Y,M,98.4,LG,3.80,Y,61371951,10:08,10:51,1:01,4,17,4,72.9,277.0,10,1,110,2.04139,25.1,1,Vat,MRB,Y,18:51,9:01,8:00,1900,1200,700,NA,NA,0.0,0.0,277.0,,,,,,,,0,Y,51,0,2752,27.52,4263,42.63,10:53,Y,7/17/2024,Diarrhea,N,NA,7/19/2024,9:04,Y,0
46,7/17/2024,6:50,S,Y,F,79.6,SM,2.85,Y,61371967,7:30,7:56,1:06,3,18,2,104.3,297.3,0,0,115,2.0607,26.1,1,Vat,MCT,Y,15:51,9:01,7:55,1900,0,1900,17,4,73.0,138.7,436.0,0,0,240,2.38021,20.2,2,Matilda,0,Y,46,0,3324,33.24,3423,34.23,8:26,N,,,N,NA,7/20/2024,9:04,Y,0
44,7/18/2024,8:35,T,Y,M,96.3,LG,3.80,Y,61371949,9:50,10:08,1:33,4,20,1,74.0,281.2,0,0,35,1.54407,24.9,1,Vat,CSB,Y,18:08,9:33,8:00,1000,800,200,NA,NA,100.0,20.0,301.2,,,,,,,,2000,Y,44,0,2482,24.82,3949,39.49,10:15,N,,,N,NA,7/21/2024,13:40,Y,0
43,7/18/2024,12:00,S,Y,F,86,LG,3.80,Y,61371958,12:30,13:00,1:00,4,17,3,72.9,277.0,10,1,110,2.04139,25.1,1,Vat,MCB,Y,21:00,9:00,8:00,1900,1900,0,17,1,73.0,0.0,277.0,0,0,240,2.38021,20.2,2,Matilda,1500,Y,43,0,3183,31.83,3630,36.3,12:50,N,,,N,NA,7/21/2024,13:45,Y,0
45,7/18/2024,8:00,T,Y,M,96.2,LG,3.80,Y,61371963,8:40,8:45,0:45,4,19,MATILDA,96.0,364.8,0,0,250,2.39794,26,1,Matilda,MCT,Y,16:45,8:45,8:00,1900,0,1900,17,2,73.0,138.7,503.5,0,0,240,2.38021,20.2,2,Matilda,2000,Y,45,0,3324,33.24,3735,37.35,9:40,N,,,N,NA,7/21/2024,13:35,Y,0
41,7/22/2024,8:40,S,Y,M,80.6,LG,3.80,Y,61371953,8:45,9:32,0:52,4,22,MATILDA,88.3,335.5,0,0,560,2.74819,25.3,1,Matilda,CST,Y,17:25,8:45,7:53,1000,0,1000,NA,NA,100.0,100.0,435.5,,,,,,,,0,Y,41,0,2348,23.48,4621,46.21,9:32,N,,,N,NA,7/25/2024,8:55,Y,0
11375,7/22/2024,14:30,S,N,F,60,SM,2.85,Y,61371956,15:05,15:15,0:45,3,21,4,83.0,236.6,0,0,240,2.38021,25.4,1,Vat,MCB,Y,23:10,8:40,7:55,1900,0,1900,18,1,58.6,111.3,347.9,0,0,250,2.39794,20.8,2,Matilda,500,Y,11375,0,2989,29.89,4235,42.35,15:14,Y,7/23/2024,Diarrhea ,N,NA,7/25/2024,8:40,Y,0
40,7/22/2024,13:45,S,Y,M,93.4,LG,3.80,Y,61371965,14:16,14:30,0:45,4,22,1,86.2,327.6,0,0,40,1.60206,25.6,1,Vat,MRB,Y,22:30,8:45,8:00,1900,500,1400,NA,NA,0.0,0.0,327.6,,,,,,,,800,Y,40,0,3900,39,3220,32.2,14:30,N,,,N,NA,7/25/2024,8:45,Y,0
42,7/22/2024,7:00,S,Y,F,82.6,LG,3.80,Y,61371964,7:26,8:30,1:30,4,21,MATILDA,88.1,334.8,0,0,240,2.38021,25.4,1,Matilda,MRB,Y,16:18,9:18,7:48,1900,0,1900,NA,NA,0.0,0.0,334.8,,,,,,,,0,Y,42,0,4790,47.9,4168,41.68,8:40,N,,,N,NA,7/25/2024,8:50,Y,0
39,7/23/2024,7:00,S,Y,F,88,LG,3.80,Y,61371972,7:57,8:15,1:15,4,22,2,86.2,327.6,0,0,40,1.60206,25.6,1,Vat,CSB,Y,16:10,9:10,7:55,1000,800,200,NA,NA,100.0,20.0,347.6,,,,,,,,0,Y,39,0,3483,34.83,3107,31.07,8:30,N,,,N,NA,7/26/2024,9:56,Y,0
