CalfID,Birthdate,BirthTime,SingleTwinST,CrossbredYN,SexMF,BirthWtLbs,CalfSizeLgSm,0hrbloodYN,IceCubeNumber,IceCubeOnTime,D0Fed1Time,DOFed1MinOld,D0Fed13or4qt,D0Fed1Batchnum,D0Fed1Bagnum,F1Coliform,F1LogColif,F1SPC,F1LogSPC,F1Brixpct,Feed1or2,F1VatorMatilda,D0Fed2TxGrp,8hrbloodYN,D0Fed2Time,DOFed2HrsOld,DOFed12IntervHrs,D0Fed2Batchnum,D0Fed2Bagnum,F2Coliform,F2LogColif,F2SPC,F2LogSPC,F2Brixpct,F2Feed1or2,F2VatorMatilda,D0Fed2VolRefusemL,D1MilkRefusemL,24hrbloodYN,CalfIDDup,Result0hrgL,Result8hrmgdl,Result8hrgL,Result24hrmgdl,Result24hrgL,24hrbloodTime,FarmDzYN,FarmDzDate,FarmDzDiagnosis,DiedYN,DiedDate,IceCubeOffDate,IceCubeOffTime,DoubleCheckIceCube#
101,6/18/2024,11:55,S,Y,F,60.8,SM,Y,61371954,12:31,12:28,0:33,3,7,3,0,0,850,2.92942,24.9,1,Vat,MRB,Y,20:25,8:30,7:57,NA,NA,,,,,,,,1500,1400,Y,101,0,3601,36.01,3705,37.05,12:32,Y,6/19/2024,Diarrhea,N,NA,6/21/2024,9:39,Y
114,6/11/2024,11:20,S,Y,F,93.6,LG,Y,61371953,12:32,12:30,1:10,4,2,2,0,0,110,2.04139,24.7,1,Vat,MCT,Y,20:32,9:12,8:02,2,6,0,0,215,2.33244,20.6,2,Matilda,0,450,Y,114,0,2914,29.14,3705,37.05,12:30,N,,,N,NA,6/14/2024,10:59,Y
27,7/25/2024,11:45,S,Y,F,105.5,LG,Y,61371957,12:15,12:30,0:45,4,23,2,0,0,1200,3.07918,25.6,1,Matilda,MCB,Y,20:35,8:50,8:05,18,2,0,0,250,2.39794,20.8,2,Matilda,1100,500,Y,27,0,4244,42.44,4015,40.15,9:55,Y,7/26/2024,DIARRHEA,N,NA,7/28/2024,9:55,Y
75,7/3/2024,11:55,S,Y,F,83.8,LG,Y,61371955,12:10,12:48,0:53,4,12,5,0,0,820,2.91381,25.1,1,Vat,MCB,Y,20:40,8:45,7:52,3,1,0,0,900,2.95424,19.5,2,Matilda,1100,0,Y,75,0,3399,33.99,3919,39.19,12:48,Y,7/5/2024,Diarrhea,N,NA,7/6/2024,8:49,Y
55,7/15/2024,12:08,S,Y,F,72.6,SM,Y,61371957,12:18,12:34,0:26,3,18,1,0,0,115,2.0607,26.1,1,Vat,MCT,Y,20:48,8:40,8:14,16,2,0,0,160,2.20412,20.3,2,Matilda,0,0,Y,55,0,3729,37.29,5060,50.6,12:28,N,,,N,NA,7/18/2024,10:41,Y
11389,7/25/2024,11:48,S,Y,F,70.4,SM,Y,61371956,12:20,12:47,0:59,3,16,4,10,1,100,2,25.4,1,Vat,MRB,Y,20:50,9:02,8:03,NA,NA,,,,,,,,0,0,Y,11389,0,2261,22.61,3399,33.99,9:44,Y,7/26/2024,DIARRHEA,N,NA,7/28/2024,9:44,Y
98,6/20/2024,11:55,S,Y,M,107.2,LG,Y,61371960,12:46,12:45,0:50,4,8,MATILDA,0,0,700,2.8451,25.4,1,Matilda,CST,Y,20:54,8:59,8:09,NA,NA,,,,,,,,0,1900,Y,98,0,2638,26.38,4229,42.29,12:45,N,,,N,NA,6/23/2024,9:43,Y
10,8/1/2024,11:50,S,Y,F,91,LG,Y,61371964,12:45,12:55,1:05,4,28,MATILDA,0,0,13000,4.11394,25.2,1,Matilda,MRB,Y,20:55,9:05,8:00,NA,NA,,,,,,,,600,1400,Y,10,0,3814,38.14,3729,37.29,12:55,Y,8/2/2024,DIARRHEA,N,NA,8/4/2024,10:14,Y
37,7/23/2024,11:50,S,Y,M,75,SM,Y,61371954,12:40,12:55,1:05,3,21,2,0,0,240,2.38021,25.4,1,Vat,MCT,Y,20:55,9:05,8:00,18,3,0,0,250,2.39794,20.8,2,Matilda,0,500,Y,37,0,3183,31.83,3303,33.03,12:55,N,,,N,NA,7/26/2024,9:59,Y
62,7/10/2024,11:20,S,Y,M,64.4,SM,Y,61371966,12:22,12:55,1:35,3,9,3,0,0,270,2.43136,25.6,1,Vat,MCT,Y,20:55,9:35,8:00,15,1,0,0,45,1.65321,20.4,2,Matilda,0,2000,Y,62,0,2394,23.94,4280,42.8,13:00,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:56,Y
11331,7/8/2024,12:00,S,Y,F,77.2,SM,Y,61371958,13:00,12:55,0:55,3,9,4,0,0,270,2.43136,25.6,1,Vat,MCB,Y,20:55,8:55,8:00,8,3,0,0,750,2.87506,20.9,2,Matilda,0,0,Y,11331,0,3503,35.03,3201,32.01,12:58,N,,,N,NA,7/11/2024,9:11,Y
11269,6/10/2024,12:20,S,Y,F,63.2,SM,Y,61371957,12:57,12:55,0:35,3,6,5,0,0,840,2.92428,24.7,1,Vat,MCB,Y,20:58,8:38,8:03,4,1,0,0,900,2.95424,20.3,2,Matilda,1700,500,Y,11269,0,3210,32.1,3009,30.09,13:34,N,,,N,NA,6/13/2024,10:00,Y
26,7/25/2024,11:50,S,Y,M,92,LG,Y,61371953,12:15,13:00,1:10,4,20,4,0,0,35,1.54407,24.9,1,Vat,CST,Y,21:00,9:10,8:00,NA,NA,,,,,,,,0,1000,Y,26,0,1241,12.41,3503,35.03,9:57,Y,7/26/2024,DIARRHEA,N,NA,7/28/2024,9:57,Y
43,7/18/2024,12:00,S,Y,F,86,LG,Y,61371958,12:30,13:00,1:00,4,17,3,10,1,110,2.04139,25.1,1,Vat,MCB,Y,21:00,9:00,8:00,17,1,0,0,240,2.38021,20.2,2,Matilda,1900,1500,Y,43,0,3183,31.83,3630,36.3,12:50,N,,,N,NA,7/21/2024,13:45,Y
33,7/24/2024,12:00,S,Y,M,75.2,SM,Y,61371967,12:32,12:54,0:54,3,21,5,0,0,240,2.38021,25.4,1,Vat,CST,Y,21:02,9:02,8:08,NA,NA,,,,,,,,0,0,Y,33,0,3183,31.83,4557,45.57,12:54,N,,,N,NA,7/27/2024,9:35,Y
93,6/24/2024,11:55,S,Y,M,78.4,SM,Y,61371960,13:05,13:03,1:08,3,9,1,0,0,270,2.43136,25.6,1,Vat,CST,Y,21:04,9:09,8:01,NA,NA,,,,,,,,0,0,Y,93,0,2914,29.14,3705,37.05,13:00,N,,,N,NA,6/27/2024,9:36,Y
104,6/5/2024,12:34,S,Y,M,104.8,LG,Y,61371965,13:09,13:03,0:29,4,3,5,0,0,50,1.69897,25.1,1,Vat,CSB,Y,21:05,8:31,8:02,NA,NA,,,,,,,,900,0,Y,104,0,2836,28.36,3404,34.04,9:45,Y,6/6/2024,Inappetance,N,NA,6/8/2024,9:08,Y
94,6/24/2024,11:50,S,Y,F,83,LG,Y,61371954,13:01,12:58,1:08,4,7,EXTRA,0,0,850,2.92942,24.9,1,Vat,MRB,Y,21:06,9:16,8:08,NA,NA,,,,,,,,0,1050,Y,94,0,3201,32.01,3911,39.11,13:04,Y,6/25/2024,Diarrhea,N,NA,6/27/2024,9:47,Y
81,7/2/2024,12:20,S,Y,F,111.2,LG,Y,61371967,13:06,13:05,0:45,4,10,3,0,0,3300,3.51851,24.9,1,Vat,MCB,Y,21:09,8:49,8:04,11,2,0,0,4400,3.64345,20.1,2,Matilda,0,0,Y,81,0,3399,33.99,3919,39.19,13:06,N,,,N,NA,7/5/2024,9:02,Y
11,7/31/2024,12:35,S,Y,M,101.6,LG,Y,61371957,13:01,13:15,0:40,4,26,3,0,0,300,2.47712,25.8,1,Vat,MCB,Y,21:10,8:35,7:55,21,3,0,0,520,2.716,21.2,2,Matilda,1600,2000,Y,11,0,2822,28.22,4711,47.11,,Y,1-Aug,DIARRHEA,N,NA,8/3/2024,10:07,Y
36,7/23/2024,12:02,S,Y,M,100.2,LG,Y,61371966,12:46,13:00,0:58,4,22,5,0,0,40,1.60206,25.6,1,Vat,MCT,Y,21:10,9:08,8:10,12,1,5,0.69897,60,1.77815,20.9,2,Matilda,0,0,Y,36,0,1845,18.45,3919,39.19,13:15,N,,,N,NA,7/26/2024,10:02,Y
111,6/12/2024,12:10,S,Y,F,77.5,SM,Y,61371966,13:15,13:10,1:00,3,7,5,0,0,850,2.92942,24.9,1,Vat,MRB,Y,21:10,9:00,8:00,NA,NA,,,,,,,,0,600,Y,111,0,3201,32.01,4015,40.15,13:49,N,,,N,NA,6/15/2024,9:28,Y
21,7/29/2024,12:25,S,Y,M,91.2,LG,Y,61371965,12:54,13:17,0:52,4,24,4,0,0,520,2.716,25.3,1,Vat,MCT,Y,21:18,8:53,8:01,20,4,0,0,125,2.09691,21.1,2,Matilda,0,2100,Y,21,0,3504,35.04,4235,42.35,13:20,Y,7/30/2024,DIARRHEA,N,NA,8/1/2024,7:09,Y
4,8/5/2024,12:29,S,Y,M,99.4,LG,Y,61371968,13:12,13:15,0:46,4,28,2,0,0,1700,3.23045,25.4,1,Vat,CSB,Y,21:20,8:51,8:05,NA,NA,,,,,,,,100,0,Y,4,0,3404,34.04,3913,39.13,13:01,N,,,N,NA,8/8/2024,10:13,Y
53,7/15/2024,12:56,S,Y,M,111.4,LG,Y,61371948,13:10,13:25,0:29,4,18,MATILDA,0,0,220,2.34242,26.1,1,Matilda,CSB,Y,21:25,8:29,8:00,NA,NA,,,,,,,,0,0,Y,53,0,3626,36.26,4154,41.54,13:13,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:37,Y
126,8/7/2024,12:30,S,Y,F,85.6,LG,Y,61371951,12:58,13:28,0:58,4,28,3,0,0,1700,3.23045,25.4,1,Vat,CST,Y,21:26,8:56,7:58,NA,NA,,,,,,,,0,0,Y,126,0,3210,32.1,3808,38.08,13:25,N,,,N,NA,8/10/2024,8:51,Y
54,7/15/2024,12:12,S,Y,M,81.5,LG,Y,61371968,12:28,12:45,0:33,4,18,7,0,0,115,2.0607,26.1,1,Vat,MCT,Y,21:30,9:18,8:45,13,1,0,0,190,2.27875,20.1,2,Matilda,0,400,Y,54,0,3626,36.26,4711,47.11,13:10,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:36,Y
11361,7/16/2024,13:02,S,Y,F,64.8,SM,Y,61371966,13:20,13:30,0:28,3,18,4,0,0,115,2.0607,26.1,1,Vat,CSB,Y,21:30,8:28,8:00,NA,NA,,,,,,,,0,0,Y,11361,0,3324,33.24,3601,36.01,13:36,N,,,N,NA,7/19/2024,9:19,Y
20,7/29/2024,12:40,S,Y,F,80.2,LG,Y,61371955,12:59,13:30,0:50,4,24,MATILDA,0,0,720,2.85733,25.8,1,Matilda,CSB,Y,21:32,8:52,8:02,NA,NA,,,,,,,,900,0,Y,20,0,3303,33.03,3913,39.13,13:27,N,,,N,NA,8/1/2024,7:03,Y
80,7/2/2024,12:40,S,Y,M,93.6,LG,Y,61371948,13:36,13:35,0:55,4,10,MATILDA,0,0,7500,3.87506,23.6,1,Matilda,CSB,Y,21:35,8:55,8:00,NA,NA,,,,,,,,0,0,Y,80,0,3399,33.99,4621,46.21,13:36,Y,7/3/2024,Diarrhea,N,NA,7/5/2024,9:10,Y
123,6/6/2024,12:44,S,Y,F,86,LG,Y,61371971,13:37,13:30,0:46,4,1,3,0,0,5000,3.69897,26.9,1,Vat,MCT,Y,21:35,8:51,8:05,3,5,0,0,900,2.95424,19.5,2,Matilda,0,0,Y,123,0,3807,38.07,4345,43.45,11:16,N,,,N,NA,6/9/2024,8:55,Y
106,6/13/2024,12:48,S,Y,M,90,LG,Y,61371965,13:42,13:40,0:52,4,4,4,0,0,850,2.92942,24.4,1,Vat,CST,Y,21:40,8:52,8:00,NA,NA,,,,,,,,0,0,Y,106,0,2371,23.71,4337,43.37,13:33,N,,,N,NA,6/16/2024,8:53,Y
112,6/3/2024,13:15,T,Y,M,89.4,LG,Y,61371956,13:44,13:40,0:25,4,3,3,0,0,50,1.69897,25.1,1,Vat,MCB,Y,21:40,8:25,8:00,2,2,0,0,215,2.33244,20.6,2,Matilda,600,200,Y,112,0,2309,23.09,3503,35.03,12:45,Y,6/4/2024,Diarrhea,N,NA,6/6/2024,9:37,Y
116,10-Jun,12:50,S,Y,F,85.6,LG,Y,61371960,13:45,13:42,0:52,4,2,MATILDA,0,0,150,2.17609,24.4,1,Matilda,CSB,Y,21:42,8:52,8:00,NA,NA,,,,,,,,0,0,Y,116,0,3503,35.03,3307,33.07,13:38,N,,,N,NA,6/13/2024,10:05,Y
61,7/10/2024,13:15,S,Y,F,98.4,LG,Y,61371948,13:33,13:48,0:33,4,15,3,0,0,125,2.09691,27.6,1,Vat,MCT,Y,21:48,8:33,8:00,8,2,0,0,750,2.87506,20.9,2,Matilda,0,0,Y,61,0,4669,46.69,3598,35.98,13:56,N,,,N,NA,7/13/2024,9:00,Y
92,6/24/2024,12:50,S,Y,M,90.6,LG,Y,61371953,13:51,13:48,0:58,4,7,MATILDA,0,0,1750,3.24304,23.6,1,Matilda,MRB,Y,21:48,8:58,8:00,NA,NA,,,,,,,,1000,1700,Y,92,0,2371,23.71,3307,33.07,13:58,Y,6/25 and 6/26,(25)Diarrhea (26) fever,N,NA,6/27/2024,9:44,Y
97,6/20/2024,13:13,S,Y,M,75,SM,Y,61371953,13:25,13:50,0:37,3,8,4,210,2.32222,1300,3.11394,25.5,1,Vat,MCT,Y,21:50,8:37,8:00,8,4,0,0,750,2.87506,20.9,2,Matilda,0,1900,Y,97,0,2200,22,4337,43.37,13:30,N,,,N,NA,6/23/2024,9:45,Y
127,8/7/2024,13:15,S,Y,F,71,SM,Y,61371967,13:45,13:50,0:35,3,27,1,0,0,440,2.64345,25.8,1,Vat,MCT,Y,21:50,8:35,8:00,23,3,0,0,2300,3.36173,20.4,2,Matilda,0,0,Y,127,0,3404,34.04,4235,42.35,13:48,N,,,N,NA,8/10/2024,8:53,Y
79,7/2/2024,13:15,S,Y,F,67,SM,Y,61371951,13:52,13:51,0:36,3,8,3,210,2.32222,1300,3.11394,25.5,1,Vat,CST,Y,21:56,8:41,8:05,NA,NA,,,,,,,,0,500,Y,79,0,3399,33.99,4808,48.08,13:51,Y,7/3/2024,Diarrhea,N,NA,7/5/2024,9:13,Y
3,8/6/2024,13:35,S,Y,M,93,LG,Y,61371972,13:55,14:00,0:25,4,26,MATILDA,0,0,760,2.88081,25.6,1,Matilda,CST,Y,22:00,8:25,8:00,NA,NA,,,,,,,,0,0,Y,3,0,3307,33.07,3399,33.99,14:00,Y,8/7/2024,DIARRHEA,N,NA,8/9/2024,10:33,Y
85,6/26/2024,13:20,S,Y,M,90.2,LG,Y,61371958,13:43,13:58,0:38,4,12,1,0,0,820,2.91381,25.1,1,Vat,MCB,Y,22:00,8:40,8:02,7,2,0,0,850,2.92942,20.7,2,Matilda,1500,300,Y,85,0,2638,26.38,3911,39.11,14:00,N,,,N,NA,6/29/2024,8:56,Y
103,6/17/2024,13:10,S,Y,M,89.9,LG,Y,61371958,14:16,14:15,1:05,4,2,3,0,0,110,2.04139,24.7,1,Vat,CSB,Y,22:02,8:52,7:47,NA,NA,,,,,,,,0,0,Y,103,0,3009,30.09,3603,36.03,14:15,Y,6/18/2024,Diarrhea,N,NA,6/20/2024,8:50,Y
19,7/29/2024,13:19,S,Y,M,84.2,LG,Y,61371949,13:45,14:00,0:41,4,24,2,0,0,520,2.716,25.3,1,Vat,MCB,Y,22:05,8:46,8:05,20,2,0,0,125,2.09691,21.1,2,Matilda,600,0,Y,19,0,3303,33.03,4711,47.11,13:56,Y,7/30/2024,DIARRHEA,N,NA,8/1/2024,7:03,Y
91,6/24/2024,13:00,S,Y,F,93.2,LG,Y,61371955,14:00,13:58,0:58,4,7,EXTRA,0,0,850,2.92942,24.9,1,Vat,MCB,Y,22:15,9:15,8:17,5,3,0,0,195,2.29003,21,2,Matilda,900,0,Y,91,0,2033,20.33,3630,36.3,14:00,Y,6/25/2024,Diarrhea,N,NA,6/27/2024,9:33,Y
102,6/17/2024,13:20,S,Y,F,86,LG,Y,61371957,14:21,14:20,1:00,4,2,5,0,0,110,2.04139,24.7,1,Vat,MCB,Y,22:15,8:55,7:55,5,4,0,0,195,2.29003,21,2,Matilda,1700,250,Y,102,0,3105,31.05,4058,40.58,14:20,N,,,N,NA,6/20/2024,8:54,Y
47,7/16/2024,13:30,S,Y,F,110.2,LG,Y,61371965,13:48,14:22,0:52,4,17,Matilda ,0,0,440,2.64345,25,1,Matilda,CST,Y,22:22,8:52,8:00,NA,NA,,,,,,,,0,0,Y,47,0,3524,35.24,4263,42.63,14:15,N,,,N,NA,7/19/2024,9:17,Y
113,6/11/2024,13:40,S,Y,F,70.4,SM,Y,61371958,14:28,14:25,0:45,3,5,4,0,0,1600,3.20412,25.9,1,Vat,CSB,Y,22:25,8:45,8:00,NA,NA,,,,,,,,1500,600,Y,113,0,2914,29.14,4058,40.58,14:40,N,,,N,NA,6/14/2024,11:01,Y
40,7/22/2024,13:45,S,Y,M,93.4,LG,Y,61371965,14:16,14:30,0:45,4,22,1,0,0,40,1.60206,25.6,1,Vat,MRB,Y,22:30,8:45,8:00,NA,NA,,,,,,,,500,800,Y,40,0,3900,39,3220,32.2,14:30,N,,,N,NA,7/25/2024,8:45,Y
32,7/24/2024,13:45,S,Y,M,83,LG,Y,61371949,14:13,14:35,0:50,4,23,5,0,0,1200,3.07918,25.6,1,Matilda,MRB,Y,22:40,8:55,8:05,NA,NA,,,,,,,,600,1000,Y,32,0,3483,34.83,4121,41.21,14:38,Y,7/26/2024,DIARRHEA,N,NA,7/27/2024,9:40,Y
124,6/5/2024,14:00,S,Y,M,90,LG,Y,61371966,14:50,14:45,0:45,4,3,MATILDA,0,0,900,2.95424,24.6,1,Matilda,CST,Y,22:45,8:45,8:00,NA,NA,,,,,,,,0,0,Y,124,0,3807,38.07,3220,32.2,9:50,N,,,N,NA,6/8/2024,9:13,Y
52,7/15/2024,14:00,S,Y,M,92.8,LG,Y,61371954,14:40,14:55,0:55,4,16,MATILDA,50,1.69897,420,2.62325,25,1,Matilda,MCB,Y,23:00,9:00,8:05,12,2,5,0.69897,60,1.77815,20.9,2,Matilda,800,600,Y,52,0,2938,29.38,4058,40.58,14:55,Y,7/16/2024,Diarrhea,N,NA,7/18/2024,10:31,Y
60,7/10/2024,14:00,S,Y,F,78.2,SM,Y,61371951,14:42,15:15,1:15,3,14,5,0,0,320,2.50515,25,1,Vat,MRB,Y,23:35,9:35,8:20,NA,NA,,,,,,,,0,1100,Y,60,0,4229,42.29,4328,43.28,15:02,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:54,Y
59,7/10/2024,14:30,S,Y,M,90.4,LG,Y,61371956,15:03,15:22,0:52,4,15,4,0,0,125,2.09691,27.6,1,Vat,CST,Y,23:42,9:12,8:20,NA,NA,,,,,,,,0,0,Y,59,0,2655,26.55,3598,35.98,15:05,Y,7/11/2024,Diarrhea,N,NA,7/13/2024,8:50,Y
